startup_name,industry,country,founded_year,startup_age,funding_stage,total_funding_usd,team_size,monthly_revenue_usd,annual_revenue_usd,active_users,customer_growth_rate,burn_rate,runway_months,valuation_usd,business_model,number_of_competitors,market_size_usd,market_growth_rate,founder_experience_years,previous_startups,employee_growth_rate,customer_retention_rate,profitability,startup_stage,acquisition_status,ipo_status,success_label,startup_description,website,logo_url,headquarters_city,headquarters_state,headquarters_country,funding_round_date,top_investor,competitor_1,competitor_2,competitor_3,market_trend_score,innovation_score,investor_interest_score,technology_stack,target_audience,unique_selling_proposition,startup_stage_description,employee_count_last_year,monthly_active_users_last_year,customer_acquisition_cost_usd,lifetime_value_usd
Synceasy,CleanTech,India,2017,9,Series C,6636864.0,56.0,1629416.0,19552992.0,5885197.0,0.0922,0.0,999.0,133167000.0,B2C,17.0,3177467247.0,0.2704,18.0,0.0,0.2794,0.8861,True,Mature,Not Acquired,Private,Successful,"An electric vehicle startup building a smart B2C battery-swapping network for commercial 3-wheelers. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.synceasy.com,https://placehold.co/200x200?text=Synceasy,Bengaluru,Karnataka,India,2024-12-20,Tiger Global,Ather Energy,ReNew Power,BluSmart,22,51,99,"Go, Python, GCP IoT Core, MongoDB, InfluxDB, Docker, Kubernetes",Commercial fleet operators managing electric three-wheeler logistics.,AI-optimized hybrid solar inverter switching system reducing power loss by 22%.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",45.0,3548420.0,1317.53,6459.05
Mandilabs,Logistics,India,2019,7,Bootstrapped,6642.0,6.0,6788.0,81456.0,4920.0,-0.0061,23542.85,1.1,32000.0,B2C,24.0,3178558583.0,0.1941,2.0,0.0,0.0404,0.3451,False,Early Traction,Not Acquired,Private,Failed,"A freight logistics startup providing an on-demand B2C marketplace matching shippers with empty container trucks. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.mandilabs.com,https://placehold.co/200x200?text=Mandilabs,Bengaluru,Karnataka,India,2020-06-10,Blume Ventures,Delhivery,Dunzo,Shadowfax,36,92,18,"Java, Python, PostgreSQL, AWS IoT, Apache Kafka, Docker, Kubernetes, Google Maps",D2C brands seeking same-day and next-day distribution optimization.,Freight price bidding terminal linking micro-truckers with warehouse operators.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,4.0,3805.0,246.69,1074.94
Udyogworks,Healthcare,India,2023,3,Seed,836999.0,10.0,31892.0,382704.0,1929.0,0.1031,0.0,999.0,3660000.0,Subscription,14.0,10873776957.0,0.3472,8.0,0.0,0.3296,0.6142,True,Early Traction,Not Acquired,Private,Failed,"An health-wellness company offering a custom Subscription fitness and preventive care ecosystem for corporate employees. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.udyogworks.com,https://placehold.co/200x200?text=Udyogworks,Noida,Uttar Pradesh,India,2023-05-14,Indian Angel Network,Cult.fit,MediBuddy,Medika,52,96,21,"Python, Django, React Native, PostgreSQL, AWS, Redis, HIPAA Compliance APIs",Working professionals seeking corporate mental wellness and physical fitness plans.,Hyper-local home medicine delivery in under 15 minutes with automated prescription verification.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,9.0,1694.0,138.32,678.03
Cloudsync,Fintech,India,2023,3,Seed,6636864.0,8.0,33355.0,400260.0,484.0,0.0908,5555.81,11.3,1775000.0,SaaS,18.0,22257667005.0,0.2794,20.0,0.0,0.2885,0.5349,False,Early Traction,Not Acquired,Private,Failed,"A modern financial technology startup building secure SaaS APIs to help businesses automate treasury and payouts. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.cloudsync.com,https://placehold.co/200x200?text=Cloudsync,Bengaluru,Karnataka,India,2023-06-24,Kalaari Capital,Razorpay,Paytm,Groww,91,75,16,"Java, Spring Boot, React, PostgreSQL, AWS, Redis, Apache Kafka, Kubernetes",Gig workers and freelance professionals in Tier-1/2 Indian cities.,Instant payment settlements with zero transaction fees for small merchants.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,7.0,452.0,92.31,290.81
BioStay Fintech,E-commerce,India,2024,2,Bootstrapped,0.0,3.0,1257.0,15084.0,135.0,-0.0933,9878.32,2.6,79000.0,Marketplace,22.0,4944786045.0,0.1664,2.0,1.0,-0.3088,0.224,False,Early Traction,Not Acquired,Private,Failed,"A fast-growing Marketplace brand marketplace offering hand-curated sustainable home decor products. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.biostayfintech.com,https://placehold.co/200x200?text=BioStay%20Fintech,Bengaluru,Karnataka,India,2024-07-05,Peak XV Partners,Jiomart,Flipkart,Zepto,83,30,53,"React, Node.js, Express, PostgreSQL, AWS, Elasticsearch, Redis, Stripe",Local retail merchants wanting to list catalog items for home delivery.,"Direct-to-consumer model connecting organic farmers to households, bypassing local brokers.",Struggling to sustain daily operations due to cash runway constraints and customer churn.,2.0,132.0,55.1,175.55
PrimeVentures Labs,AI & Machine Learning,India,2022,4,Series A,6636864.0,39.0,133375.0,1600500.0,1807948.0,-0.0038,0.0,999.0,19690000.0,B2C,23.0,21381078468.0,0.3475,16.0,3.0,-0.062,0.6398,True,Scaling,Not Acquired,Private,Successful,"A computer vision company building B2C visual inspection tools for quality assurance in logistics lines. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.primeventureslabs.com,https://placehold.co/200x200?text=PrimeVentures%20Labs,Pune,Maharashtra,India,2025-07-25,Matrix Partners India,CoRover,Gupshup,Yellow.ai,70,96,84,"Python, PyTorch, FastAPI, PostgreSQL, AWS, Docker, Kubernetes",Logistics hubs managing real-time product sorting and scanning.,Real-time conversational voice AI engine fine-tuned to capture 12 major Indian accents.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",27.0,1466082.0,1620.37,7986.67
CoreZone,Logistics,India,2019,7,Seed,6636864.0,9.0,38413.0,460956.0,33185.0,0.0972,0.0,999.0,4845000.0,Transactional,21.0,4859187739.0,0.148,9.0,1.0,0.3553,0.6074,True,Early Traction,Not Acquired,Private,Successful,A last-mile delivery optimization software using an advanced Transactional routing engine to cut logistics fuel costs. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.corezone.com,https://placehold.co/200x200?text=CoreZone,Bengaluru,Karnataka,India,2019-12-15,Blume Ventures,ElasticRun,Dunzo,Porter,70,30,65,"Go, Python, PostgreSQL, AWS S3, RabbitMQ, Docker, Google Maps API",Pharmaceutical companies shipping temperature-sensitive vaccine vials.,Freight price bidding terminal linking micro-truckers with warehouse operators.,"Acquiring paid users, optimizing pricing strategies, and achieving early product-market fit.",8.0,23487.0,405.79,1754.5
YantraBook,Healthcare,India,2017,9,Series C,88766422.0,259.0,2379803.0,28557636.0,1202466.0,0.4363,0.0,999.0,459807000.0,Transactional,2.0,20374331871.0,0.2159,20.0,3.0,1.3814,0.7882,True,Mature,Not Acquired,Private,Successful,"An health-wellness company offering a custom Transactional fitness and preventive care ecosystem for corporate employees. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.yantrabook.com,https://placehold.co/200x200?text=YantraBook,Bengaluru,Karnataka,India,2024-12-09,General Catalyst,PharmEasy,Curefit,Practo,66,65,72,"Java, Spring Boot, React, MySQL, AWS, Kubernetes, HL7 Integrations",Patients in metropolitan areas needing quick at-home diagnostic screenings.,Hyper-local home medicine delivery in under 15 minutes with automated prescription verification.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",189.0,777210.0,100.8,408.14
QuantumRide,Healthcare,India,2017,9,Series C,61868946.0,312.0,2201483.0,26417796.0,525266.0,0.11399999999999999,0.0,999.0,298700000.0,Marketplace,17.0,11251283827.0,0.3907,13.0,4.0,0.7255,0.902,True,Mature,Not Acquired,Private,Successful,"A diagnostic-tech company leveraging Marketplace distribution to deliver rapid pathology lab tests directly to homes. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.quantumride.com,https://placehold.co/200x200?text=QuantumRide,Pune,Maharashtra,India,2024-04-13,Steadview Capital,HealthifyMe,PharmEasy,Tata 1mg,23,80,62,"Java, Spring Boot, React, MySQL, AWS, Kubernetes, HL7 Integrations",Patients in metropolitan areas needing quick at-home diagnostic screenings.,"An integrated digital health wallet combining health records, insurance, and doctor chats.","Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",250.0,483459.0,167.95,678.31
Dukaantech,Logistics,India,2018,8,Series C,48129171.0,235.0,2818709.0,33824508.0,1977.0,0.11399999999999999,0.0,999.0,348779000.0,B2B,3.0,5847631198.0,0.272,5.0,0.0,0.8028,0.7707,True,Mature,Not Acquired,Private,Successful,"A smart cold-chain tracking system providing B2B temperature telemetry and automated alerts for fresh produce. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.dukaantech.com,https://placehold.co/200x200?text=Dukaantech,Noida,Uttar Pradesh,India,2024-01-21,Peak XV Partners,Delhivery,ElasticRun,BlackBuck,73,69,65,"Java, Python, PostgreSQL, AWS IoT, Apache Kafka, Docker, Kubernetes, Google Maps",Pharmaceutical companies shipping temperature-sensitive vaccine vials.,Dynamic routing algorithm that reduces last-mile dispatch miles by up to 25%.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",209.0,1260.0,112.04,515.71
MetaNest Retail,AI & Machine Learning,India,2020,6,Series C,84736912.0,439.0,3883414.0,46600968.0,466521.0,0.2201,0.0,999.0,383094000.0,Marketplace,4.0,17539209895.0,0.393,18.0,3.0,0.675,0.8056,True,Mature,Not Acquired,Private,Successful,"A computer vision company building Marketplace visual inspection tools for quality assurance in logistics lines. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.metanestretail.com,https://placehold.co/200x200?text=MetaNest%20Retail,Bengaluru,Karnataka,India,2025-11-21,Steadview Capital,Fractal Analytics,Gupshup,CoRover,87,26,82,"Python, PyTorch, FastAPI, PostgreSQL, AWS, Docker, Kubernetes",Industrial factories needing hardware monitoring for machinery safety.,Edge-deployed computer vision model that detects manufacturing defects in low-light environments.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",359.0,317784.0,1224.59,4674.73
Karmabook,E-commerce,India,2022,4,Series B,15990058.0,143.0,1745009.0,20940108.0,347951.0,0.1421,0.0,999.0,100649000.0,Transactional,13.0,3478518552.0,0.1999,19.0,0.0,0.3862,0.7916,True,Scaling,Not Acquired,Private,Successful,A fast-growing Transactional brand marketplace offering hand-curated sustainable home decor products. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.karmabook.com,https://placehold.co/200x200?text=Karmabook,Chennai,Tamil Nadu,India,2025-02-05,Peak XV Partners,Zepto,BigBasket,Amazon India,38,74,81,"React, Node.js, Express, PostgreSQL, AWS, Elasticsearch, Redis, Stripe","Gen Z and millennial shoppers seeking ethical, direct-to-consumer fashion products.",Optimized next-day parcel delivery to Tier-2 and Tier-3 Indian cities at rock-bottom prices.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",106.0,318302.0,33.69,145.98
AlphaTaxi Logistics,Edtech,India,2024,2,Seed,6636864.0,5.0,0.0,0.0,75.0,0.0684,28524.5,10.3,3962000.0,SaaS,4.0,26489559.0,0.1771,17.0,3.0,0.1568,0.6405,False,Validation,Not Acquired,Private,Failed,"An interactive online academy focusing on live SaaS coding classes for kids and teenagers in Tier-1/2 cities. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.alphataxilogistics.com,https://placehold.co/200x200?text=AlphaTaxi%20Logistics,Bengaluru,Karnataka,India,2025-10-09,Sequoia Spark,UpGrad,Physics Wallah,Eruditus,67,56,19,"Python, Flask, Flutter, MongoDB, AWS, Twilio, Redis",Aspirants preparing for national and state civil services examinations.,Gamified coding sandbox providing interactive story-based programming modules for school kids.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,4.0,65.0,84.57,325.95
Hypermoney,CleanTech,India,2019,7,Seed,806143.0,2.0,4481.0,53772.0,11.0,-0.0065,3803.09,15.8,4285000.0,B2B,19.0,7569186716.0,0.1871,6.0,2.0,0.0174,0.785,False,Early Traction,Not Acquired,Private,Failed,"An electric vehicle startup building a smart B2B battery-swapping network for commercial 3-wheelers. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.hypermoney.com,https://placehold.co/200x200?text=Hypermoney,Gurugram,Haryana,India,2019-12-24,Blume Ventures,Avanse,BluSmart,Ather Energy,61,70,42,"Java, C++, AWS IoT, MySQL, PostgreSQL, Docker, Redis",Commercial fleet operators managing electric three-wheeler logistics.,AI-optimized hybrid solar inverter switching system reducing power loss by 22%.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,9.0,1188.31,4852.83
Flexfit Fintech,E-commerce,India,2019,7,Series B,16600216.0,86.0,197255.0,2367060.0,152442.0,0.081,157037.49,34.7,76956000.0,Freemium,17.0,1679759524.0,0.1025,17.0,0.0,0.2795,0.5244,False,Scaling,Not Acquired,Private,Failed,"A specialized Freemium platform offering premium beauty and personal care products tailored for Indian skin tones. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.flexfitfintech.com,https://placehold.co/200x200?text=Flexfit%20Fintech,Bengaluru,Karnataka,India,2023-07-01,Peak XV Partners,Amazon India,Meesho,Blinkit,88,99,30,"React, Node.js, Express, PostgreSQL, AWS, Elasticsearch, Redis, Stripe",Tier-2 city households purchasing bulk monthly groceries online.,Personalized AI stylist widget suggesting fashion catalogs based on local weather and culture.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,69.0,152007.0,33.55,101.95
Safartrip,SaaS,India,2019,7,Seed,1166841.0,7.0,31957.0,383484.0,576.0,-0.011,0.0,999.0,4950000.0,SaaS,23.0,139288387.0,0.2845,11.0,4.0,-0.0875,0.6255,True,Early Traction,Not Acquired,Private,Failed,"A developer-first SaaS tool for tracking and optimizing multi-cloud infrastructure usage in real time. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.safartrip.com,https://placehold.co/200x200?text=Safartrip,Hyderabad,Telangana,India,2020-02-01,Antler India,MoEngage,Freshworks,BrowserStack,30,93,23,"Node.js, Express, React, MongoDB, AWS, Redis, Docker, GitHub Actions",Product design groups in remote and hybrid tech organizations.,Real-time collaborative product mapping workspace that runs natively inside browser tabs.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,6.0,396.0,176.86,717.02
Linkhub,Edtech,India,2019,7,Series A,2802867.0,60.0,169960.0,2039520.0,28076.0,0.108,48096.19,9.2,14657000.0,Transactional,22.0,4289296710.0,0.1139,20.0,3.0,0.3283,0.7183,False,Scaling,Not Acquired,Private,Successful,An interactive online academy focusing on live Transactional coding classes for kids and teenagers in Tier-1/2 cities. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.linkhub.com,https://placehold.co/200x200?text=Linkhub,Bengaluru,Karnataka,India,2020-11-12,Chiratae Ventures,UpGrad,Unacademy,Simplilearn,38,60,92,"Python, Flask, Flutter, MongoDB, AWS, Twilio, Redis",Aspirants preparing for national and state civil services examinations.,AI-powered homework helper providing instant step-by-step math solver sheets.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",50.0,22530.0,147.99,488.39
Nagarify Retail,CleanTech,India,2020,6,Seed,762289.0,6.0,24362.0,292344.0,1199.0,-0.0066,5779.18,44.7,2060000.0,Subscription,24.0,410318211.0,0.2429,6.0,4.0,0.0313,0.5224,False,Early Traction,Not Acquired,Private,Failed,A sustainability platform offering Subscription carbon accounting software for enterprise manufacturing plants. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.nagarifyretail.com,https://placehold.co/200x200?text=Nagarify%20Retail,Bengaluru,Karnataka,India,2020-08-23,Antler India,Ather Energy,Lithium Logistics,BluSmart,73,23,32,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Residential residential societies installing community rooftop solar panels.,Enterprise carbon ledger software that automatically scrapes utilities usage invoices.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,5.0,1123.0,1085.44,4842.41
ShipPay,SaaS,India,2023,3,Series B,12792801.0,56.0,1162514.0,13950168.0,360354.0,0.1755,0.0,999.0,62911000.0,Marketplace,13.0,12637147412.0,0.2863,20.0,4.0,0.5244,0.9522,True,Scaling,Not Acquired,Private,Successful,"A collaborative no-code Marketplace spreadsheet platform designed specifically for remote product and design teams. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.shippay.com,https://placehold.co/200x200?text=ShipPay,Bengaluru,Karnataka,India,2026-11-17,Peak XV Partners,WebEngage,MoEngage,BrowserStack,68,72,65,"Ruby on Rails, React, PostgreSQL, AWS, Redis, Heroku, Docker",Product design groups in remote and hybrid tech organizations.,Developer-first API monitoring platform requiring zero code integration to get started.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",45.0,359403.0,203.47,971.55
ByteBus,E-commerce,India,2025,1,Crowdfunded,124451.0,1.0,0.0,0.0,18815.0,0.0167,19478.98,3.2,576000.0,Freemium,9.0,3796522978.0,0.0971,10.0,0.0,-0.0131,0.5682,False,Ideation,Not Acquired,Private,Failed,"A fast-growing Freemium brand marketplace offering hand-curated sustainable home decor products. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.bytebus.com,https://placehold.co/200x200?text=ByteBus,Gurugram,Haryana,India,2026-03-09,Peak XV Partners,BigBasket,Nykaa,Meesho,32,37,18,"React, Node.js, Express, PostgreSQL, AWS, Elasticsearch, Redis, Stripe",Local retail merchants wanting to list catalog items for home delivery.,Optimized next-day parcel delivery to Tier-2 and Tier-3 Indian cities at rock-bottom prices.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,15858.0,24.88,121.77
Gridnode,Logistics,India,2021,5,Series A,2809386.0,49.0,205482.0,2465784.0,302825.0,0.0974,0.0,999.0,27747000.0,B2C,10.0,13231144778.0,0.2358,5.0,0.0,0.3855,0.6297,True,Scaling,Not Acquired,Private,Failed,"A last-mile delivery optimization software using an advanced B2C routing engine to cut logistics fuel costs. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.gridnode.com,https://placehold.co/200x200?text=Gridnode,Bengaluru,Karnataka,India,2023-11-09,Matrix Partners India,Delhivery,Porter,ElasticRun,75,84,26,"Node.js, Express, Flutter, MongoDB, GCP, Redis, Docker, Celery",D2C brands seeking same-day and next-day distribution optimization.,Freight price bidding terminal linking micro-truckers with warehouse operators.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,46.0,250612.0,195.68,782.05
IntelWorks,CleanTech,India,2024,2,Seed,824060.0,14.0,165625.0,1987500.0,24842.0,0.2961,0.0,999.0,4441000.0,B2C,25.0,13180964156.0,0.2936,13.0,4.0,0.9114,0.7882,True,Early Traction,Not Acquired,Private,Successful,"A sustainability platform offering B2C carbon accounting software for enterprise manufacturing plants. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.intelworks.com,https://placehold.co/200x200?text=IntelWorks,Bengaluru,Karnataka,India,2024-05-06,Sequoia Spark,Ola Electric,Yulu,Lithium Logistics,38,78,66,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Manufacturing compliance departments auditing scopes of factory emissions.,AI-optimized hybrid solar inverter switching system reducing power loss by 22%.,"Acquiring paid users, optimizing pricing strategies, and achieving early product-market fit.",12.0,19430.0,1056.11,4638.81
CredHub,Proptech,India,2020,6,Bootstrapped,0.0,2.0,0.0,0.0,67.0,0.0848,23691.95,0.3,109000.0,B2B,21.0,3349585104.0,0.1331,7.0,0.0,0.2689,0.6996,False,Ideation,Not Acquired,Private,Failed,"A zero-brokerage residential listing marketplace utilizing a smart B2B matching algorithm for young professionals. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.credhub.com,https://placehold.co/200x200?text=CredHub,Hyderabad,Telangana,India,2022-12-27,Peak XV Partners,99acres,Housing.com,Stanza Living,51,32,15,"React, Node.js, MongoDB, AWS, Redis, Google Maps API, Stripe",Young IT professionals relocating to cities like Bengaluru and Pune.,Zero-brokerage rental platform providing 100% verified tenant credit and background reports.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,58.0,576.08,1879.87
Vertexspace,Edtech,India,2025,1,Bootstrapped,0.0,1.0,1010.0,12120.0,73.0,0.0124,17132.99,0.7,63000.0,SaaS,8.0,4268034294.0,0.0982,3.0,2.0,0.0913,0.2688,False,Ideation,Not Acquired,Private,Failed,"A vernacular-first learning platform delivering high-quality SaaS courses for competitive government exams. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.vertexspace.com,https://placehold.co/200x200?text=Vertexspace,Bengaluru,Karnataka,India,2025-03-07,Peak XV Partners,Adda247,UpGrad,Vedantu,62,31,53,"Node.js, React, PostgreSQL, AWS CloudFront, Zoom API, Redis, Docker",Parents looking for personalized after-school coding and math modules.,Vernacular-first test prep app containing video classes in 8 regional Indian languages.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,58.0,87.72,392.94
CoreStack Labs,Fintech,India,2018,8,Series B,8135021.0,83.0,1083485.0,13001820.0,696362.0,0.3342,0.0,999.0,36187000.0,Freemium,6.0,3397769652.0,0.3368,18.0,1.0,1.108,0.9077,True,Scaling,Not Acquired,Private,Successful,"A modern financial technology startup building secure Freemium APIs to help businesses automate treasury and payouts. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.corestacklabs.com,https://placehold.co/200x200?text=CoreStack%20Labs,Mumbai,Maharashtra,India,2020-08-24,Tiger Global,Pine Labs,Razorpay,Juspay,80,96,78,"Python, Django, React, PostgreSQL, AWS, Redis, Docker, Celery",Gig workers and freelance professionals in Tier-1/2 Indian cities.,Unified multi-bank treasury dashboard built specifically for high-growth tech startups.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",58.0,645152.0,114.66,437.03
UdyogIq Digital,Edtech,India,2016,10,Late Stage,203435320.0,1512.0,13935817.0,167229804.0,14544446.0,0.2464,0.0,999.0,1045234000.0,Freemium,20.0,4491509602.0,0.0987,17.0,3.0,0.7566,0.878,True,Mature,Not Acquired,Private,Successful,"A vernacular-first learning platform delivering high-quality Freemium courses for competitive government exams. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.udyogiqdigital.com,https://placehold.co/200x200?text=UdyogIq%20Digital,Bengaluru,Karnataka,India,2020-12-08,Qatar Investment Authority,Vedantu,Eruditus,Unacademy,100,42,65,"Node.js, React, PostgreSQL, AWS CloudFront, Zoom API, Redis, Docker",Aspirants preparing for national and state civil services examinations.,Gamified coding sandbox providing interactive story-based programming modules for school kids.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",1053.0,12423282.0,80.5,374.36
MantraMoney Solutions,SaaS,India,2019,7,Bootstrapped,27632.0,4.0,0.0,0.0,1219.0,-0.0905,0.0,0.9,120000.0,Freemium,6.0,12332155808.0,0.1365,4.0,1.0,-0.2905,0.338,False,Ideation,Not Acquired,Private,Failed,"A customer-experience Freemium platform that automates omnichannel marketing workflows using natural language processing. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.mantramoneysolutions.com,https://placehold.co/200x200?text=MantraMoney%20Solutions,Mumbai,Maharashtra,India,2021-11-01,Peak XV Partners,BrowserStack,WebEngage,Freshworks,28,40,15,"Node.js, Express, React, MongoDB, AWS, Redis, Docker, GitHub Actions",Product design groups in remote and hybrid tech organizations.,Developer-first API monitoring platform requiring zero code integration to get started.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,3.0,774.0,618.85,1925.12
Desiroom,AI & Machine Learning,India,2017,9,Series C,53141650.0,345.0,4664477.0,55973724.0,24842.0,0.1735,0.0,999.0,337839000.0,Marketplace,19.0,22451222425.0,0.2876,12.0,4.0,0.5447,0.7855,True,Mature,Not Acquired,Private,Successful,"A cutting-edge Marketplace software utilizing generative AI agents to automate customer service in local Indian languages. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.desiroom.com,https://placehold.co/200x200?text=Desiroom,Mumbai,Maharashtra,India,2021-06-04,General Catalyst,CoRover,Gupshup,Haptik,45,81,68,"Python, TensorFlow, Flask, MongoDB, GCP, Docker, HuggingFace",Enterprise customer service divisions wishing to automate voice operations.,Real-time conversational voice AI engine fine-tuned to capture 12 major Indian accents.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",276.0,19430.0,2317.1,8534.59
KhetFit Logistics,Logistics,India,2023,3,Series B,12907369.0,65.0,588030.0,7056360.0,73861.0,0.1034,0.0,999.0,54830000.0,Marketplace,14.0,12737357688.0,0.2453,11.0,0.0,0.4003,0.9235,True,Scaling,Not Acquired,Private,Successful,"A freight logistics startup providing an on-demand Marketplace marketplace matching shippers with empty container trucks. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.khetfitlogistics.com,https://placehold.co/200x200?text=KhetFit%20Logistics,Mumbai,Maharashtra,India,2025-10-20,Elevation Capital,Rivigo,Porter,Shadowfax,89,39,72,"Go, Python, PostgreSQL, AWS S3, RabbitMQ, Docker, Google Maps API",D2C brands seeking same-day and next-day distribution optimization.,Freight price bidding terminal linking micro-truckers with warehouse operators.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",47.0,47482.0,159.23,481.96
VidyaTaxi,Cybersecurity,India,2023,3,Bootstrapped,19373.0,2.0,0.0,0.0,53.0,0.0827,21308.3,999.0,101000.0,B2B,15.0,4991228180.0,0.2408,2.0,0.0,0.2868,0.5111,False,Ideation,Not Acquired,Private,Failed,A cloud security startup delivering B2B continuous threat monitoring and automated patch deployment. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.vidyataxi.com,https://placehold.co/200x200?text=VidyaTaxi,Bengaluru,Karnataka,India,2026-04-08,Peak XV Partners,Quick Heal,Sequretek,Subex,51,92,47,"Go, C++, Linux Kernel, MongoDB, AWS, Docker, ELK Stack",Fintech and banking startups working to meet strict regulatory audits.,One-click SOC-2 audit compliance reporting tailored for SaaS and fintech builders.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,36.0,1918.99,6301.04
Logikart Technologies,SaaS,India,2020,6,Series A,3615176.0,44.0,56156.0,673872.0,5969.0,0.0049,104577.24,12.5,10219000.0,Marketplace,5.0,8014787358.0,0.2478,5.0,1.0,0.0099,0.7239,False,Scaling,Not Acquired,Private,Failed,"A developer-first Marketplace tool for tracking and optimizing multi-cloud infrastructure usage in real time. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.logikarttechnologies.com,https://placehold.co/200x200?text=Logikart%20Technologies,Bengaluru,Karnataka,India,2021-07-13,Elevation Capital,Freshworks,Postman,CleverTap,50,81,22,"Node.js, Express, React, MongoDB, AWS, Redis, Docker, GitHub Actions",Software engineering and DevOps teams in high-growth technology companies.,Developer-first API monitoring platform requiring zero code integration to get started.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,40.0,3694.0,290.51,1182.32
